Unnamed: 0,SeriousDlqin2yrs,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,NumberOfTimes90DaysLate,NumberOfTime60-89DaysPastDueNotWorse,MonthlyIncome,NumberOfDependents
16668,0,68,0,0.037995,0,0,7500.0,1.0
16669,0,46,1,1.058953,0,0,2272.0,1.0
16672,0,58,0,0.784028,0,0,7750.0,0.0
16673,0,55,0,0.112813,0,0,15600.0,2.0
16674,0,53,0,0.140226,0,0,8685.0,1.0
16675,0,45,0,0.347913,0,0,4000.0,0.0
16678,0,47,1,0.298212,0,0,5200.0,2.0
16679,0,49,0,0.813047,0,0,4000.0,2.0
16680,0,84,0,0.07524,0,0,3335.0,1.0
16681,0,38,0,0.136132,3,7,4715.0,2.0
16682,0,50,0,0.668909,0,0,7133.0,2.0
16683,0,45,0,0.227765,0,0,8578.0,2.0
16684,0,39,0,0.129935,0,0,2608.0,2.0
16685,0,55,0,0.000669,0,0,7475.0,0.0
16686,0,38,0,0.006377,0,0,3292.0,0.0
16687,0,59,0,0.095864,0,0,7833.0,0.0
16688,0,65,0,0.030994,0,0,5000.0,0.0
16689,0,67,0,0.241173,0,0,1500.0,0.0
16691,0,33,0,0.146463,0,0,4000.0,0.0
16692,0,31,0,0.267111,0,0,3900.0,0.0
16693,0,51,1,0.718384,0,0,7250.0,0.0
16696,0,28,0,0.140054,0,0,5604.0,0.0
16697,0,51,0,0.506899,0,0,5000.0,0.0
16698,0,62,2,0.170168,2,3,5282.0,0.0
16699,0,57,0,0.151652,0,0,5083.0,0.0
16700,0,46,0,0.075731,1,0,4000.0,1.0
16702,0,34,0,0.221748,0,0,4220.0,0.0
16703,0,65,1,0.117988,0,0,10000.0,0.0
16705,0,39,0,0.436507,0,0,5850.0,0.0
16706,0,31,0,1.034261,0,0,2801.0,0.0
16707,0,49,0,0.385125,0,0,4530.0,1.0
16708,0,69,0,0.104981,0,0,9877.0,0.0
16709,0,87,0,0.0,0,0,5299.0,0.0
16710,0,30,0,0.017634,1,0,2324.0,0.0
16711,0,50,0,2526.5,0,0,1.0,2.0
16713,0,43,0,0.671508,0,0,9500.0,3.0
16714,0,63,0,0.452568,0,0,8000.0,1.0
16715,0,70,0,0.282413,0,0,9000.0,1.0
16716,0,28,0,0.386953,0,0,4475.0,1.0
16717,0,63,0,0.546358,0,0,905.0,8.0
16718,0,72,0,0.161859,0,0,3916.0,0.0
16719,0,48,0,0.074996,0,0,16880.0,0.0
16721,0,40,0,164.0,0,0,0.0,0.0
16723,0,60,0,0.252965,0,0,7166.0,0.0
16724,0,56,0,0.094506,0,0,8390.0,0.0
16725,0,72,0,0.022171,0,0,8253.0,0.0
16728,0,84,0,0.024992,0,0,3000.0,0.0
16729,0,66,0,0.401565,0,0,3834.0,0.0
16730,0,53,0,0.0,0,0,1924.0,1.0
16731,0,54,0,0.865503,0,0,2750.0,0.0
16734,0,67,0,0.084404,0,0,4667.0,0.0
16737,0,54,0,0.136309,0,0,8333.0,1.0
16738,0,54,0,0.705339,0,0,5300.0,1.0
16739,0,48,0,0.147501,0,0,2060.0,0.0
16740,0,68,0,0.583427,0,0,8000.0,0.0
16741,0,69,0,0.053164,0,0,2670.0,0.0
16742,0,50,0,0.190393,0,0,7452.0,2.0
16743,0,63,0,0.29391,0,0,4531.0,0.0
16744,0,51,1,0.316699,0,0,8335.0,2.0
16745,0,29,0,2.207993,0,0,1100.0,0.0
16746,0,69,0,0.331185,0,0,6050.0,0.0
16747,0,67,0,0.416936,0,0,3400.0,0.0
16748,0,66,0,0.025693,0,0,14400.0,1.0
16749,0,29,0,1.354484,0,0,1638.0,1.0
16750,0,36,0,0.366592,0,0,6213.0,2.0
16751,0,45,0,0.350272,0,0,13597.0,2.0
16752,0,69,0,0.213699,0,0,6700.0,0.0
16753,0,34,0,0.249265,0,0,1700.0,0.0
16754,0,78,0,0.004614,0,0,2600.0,0.0
16755,0,57,0,0.299092,0,0,8916.0,2.0
16756,0,52,0,0.54879,0,0,3924.0,1.0
16758,0,82,1,0.066287,0,0,1930.0,0.0
16759,0,51,0,0.209484,0,0,20812.0,2.0
16762,0,26,0,0.343212,0,0,1450.0,0.0
16763,0,63,0,0.016912,0,0,14900.0,0.0
16764,0,32,0,0.261188,0,0,8200.0,2.0
16765,0,61,0,0.221293,0,0,9091.0,0.0
16767,0,30,0,0.326225,0,0,3000.0,0.0
16768,0,58,0,0.691602,0,0,4250.0,0.0
16769,0,38,0,0.519783,0,1,7000.0,1.0
16770,0,41,0,0.011541,0,0,1472.0,0.0
16772,0,55,0,0.196215,0,0,5600.0,3.0
16773,0,59,3,1.560338,0,0,1300.0,0.0
16775,0,70,0,0.003999,0,0,3500.0,0.0
16776,0,61,0,0.615168,0,0,10666.0,0.0
16777,0,52,0,0.198208,0,0,2900.0,3.0
16778,0,51,0,0.336794,0,0,15700.0,3.0
16780,0,28,1,0.330756,0,0,7500.0,0.0
16782,0,31,0,0.264628,0,0,3400.0,0.0
16784,0,92,0,0.398953,0,0,4200.0,0.0
16786,0,68,1,0.334867,0,0,10000.0,1.0
16787,0,69,0,0.631534,0,0,3500.0,0.0
16788,0,56,0,0.53442,0,0,7916.0,0.0
16789,0,50,0,0.397201,0,0,18433.0,3.0
16790,0,62,0,0.399217,0,0,18400.0,2.0
16791,0,44,0,0.365998,0,0,3040.0,0.0
16792,0,62,0,0.445666,0,0,8548.0,0.0
16793,0,30,1,0.239174,0,0,1500.0,0.0
16794,0,47,0,0.039658,1,0,4790.0,1.0
16795,0,41,0,0.169725,0,0,3269.0,0.0
16796,0,46,0,0.173152,0,0,2800.0,1.0
16797,0,44,0,0.852978,0,0,2400.0,0.0
16798,0,48,0,1.18793,0,0,3048.0,0.0
16801,0,44,0,0.208842,0,0,18750.0,2.0
16802,0,57,1,0.363174,0,0,7472.0,1.0
16804,0,70,0,314.0,0,0,1.0,0.0
16806,0,78,1,0.069866,0,0,8000.0,0.0
16808,0,68,0,0.580684,0,0,5000.0,0.0
16809,0,73,0,0.106473,0,0,5700.0,0.0
16810,0,58,0,1.134808,0,0,3300.0,0.0
16811,0,51,1,0.346785,0,0,5971.0,0.0
16812,0,72,0,0.325165,0,0,1060.0,0.0
16813,0,59,0,0.748328,0,0,10318.0,0.0
16814,0,40,0,0.10783,0,0,6500.0,0.0
16816,0,44,1,0.077482,0,4,14583.0,2.0
16817,0,34,0,0.166564,0,0,4850.0,0.0
16819,0,63,0,0.356368,0,0,4514.0,0.0
16820,0,49,0,0.133494,0,0,5400.0,3.0
16821,0,44,0,0.593732,0,0,5200.0,3.0
16822,0,24,0,0.135895,0,0,3200.0,0.0
16823,0,85,0,0.0018,0,0,3333.0,0.0
16825,0,38,0,0.701292,0,0,5650.0,1.0
16827,0,69,0,0.434261,0,0,6000.0,0.0
16828,0,61,0,0.473407,0,0,6448.0,3.0
16829,0,48,0,0.415132,0,0,12000.0,3.0
16830,0,43,0,0.337263,0,0,8058.0,1.0
16832,0,47,0,0.258079,0,0,6900.0,4.0
16833,0,39,1,0.19888,0,0,3750.0,1.0
16834,0,82,0,0.088563,0,0,10500.0,0.0
16835,0,47,0,0.437005,0,0,13500.0,0.0
16836,0,57,0,0.532774,0,0,5003.0,0.0
16838,0,59,0,0.934174,0,0,3250.0,2.0
16839,0,53,0,0.622213,0,0,4663.0,0.0
16840,0,42,0,0.218148,0,0,14700.0,2.0
16842,0,43,0,0.483955,0,0,6512.0,2.0
16844,0,50,0,0.184794,0,0,11823.0,0.0
16846,0,46,0,0.400093,0,0,10809.0,1.0
16847,0,25,0,0.136411,0,0,3833.0,0.0
16848,0,59,0,0.244269,0,0,5583.0,0.0
16849,0,59,0,0.049663,0,0,12000.0,2.0
16850,0,79,0,0.038204,0,0,11333.0,1.0
16853,0,30,0,0.636137,0,0,1200.0,0.0
16854,0,68,0,0.124873,0,0,23599.0,1.0
16855,0,46,2,0.573149,0,0,6889.0,2.0
16856,0,65,0,0.475881,0,0,4000.0,0.0
16857,0,64,0,0.427992,0,0,10116.0,0.0
16858,0,53,0,0.182727,0,0,14600.0,1.0
16859,0,32,1,0.192228,1,0,2418.0,2.0
16860,0,59,1,0.337135,0,0,7803.0,0.0
16861,0,27,0,0.354616,0,0,5794.0,0.0
16862,0,38,0,1.009798,0,0,5000.0,0.0
16863,0,47,0,0.258904,0,0,4800.0,0.0
16864,0,58,1,0.383287,0,0,10829.0,2.0
16866,0,68,0,1.45051,0,0,5000.0,0.0
16867,0,30,0,1.053981,0,0,740.0,0.0
16868,0,34,2,0.333624,0,1,4591.0,1.0
16869,0,50,0,0.08126,0,0,5586.0,2.0
16870,0,56,0,0.555457,0,0,5625.0,0.0
16872,0,56,0,0.572396,0,0,3100.0,0.0
16873,0,43,0,0.281863,0,0,7900.0,3.0
16874,0,64,0,12.0,0,0,0.0,1.0
16875,0,42,1,0.170262,0,0,3476.0,0.0
16876,0,52,0,0.290457,0,0,12500.0,3.0
16878,0,55,0,0.511393,0,0,10400.0,1.0
16879,0,71,0,0.69016,0,0,5050.0,1.0
16880,0,34,0,0.236671,0,0,3375.0,0.0
16883,0,39,0,0.131121,0,0,20667.0,2.0
16884,0,40,0,0.317707,1,0,7657.0,0.0
16885,0,50,0,0.298778,0,0,2700.0,0.0
16886,0,64,0,0.522782,0,0,7000.0,0.0
16888,0,65,2,0.238352,0,0,5000.0,1.0
16889,0,44,0,0.264802,0,0,6400.0,0.0
16890,0,49,0,0.038327,0,0,10853.0,2.0
16891,0,44,0,0.423759,0,0,10833.0,2.0
16892,0,34,0,0.330612,0,0,5389.0,0.0
16894,0,74,0,0.174264,0,1,6690.0,0.0
16896,0,45,2,0.368787,0,0,3882.0,1.0
16897,0,60,0,0.617023,0,0,12958.0,0.0
16899,0,46,1,0.421477,0,0,3100.0,2.0
16900,0,52,0,0.0383,0,0,12166.0,2.0
16901,0,57,1,1.259018,0,1,2300.0,0.0
16902,0,60,0,0.120953,0,0,5373.0,0.0
16903,0,55,0,0.495251,0,0,6000.0,0.0
16904,0,32,0,0.458363,0,0,2833.0,0.0
16905,0,77,0,0.629435,0,0,1521.0,0.0
16907,0,52,0,0.310669,0,0,8500.0,0.0
16908,0,56,0,0.30017,0,0,10000.0,3.0
16909,0,66,0,0.057051,0,0,3750.0,1.0
16910,0,63,0,0.303962,0,0,13527.0,1.0
16911,0,46,0,0.413468,0,0,11775.0,4.0
16913,0,62,0,0.24416,0,0,11000.0,2.0
16914,0,43,0,0.0,0,0,3500.0,0.0
16916,0,43,0,0.518914,0,0,6000.0,2.0
16917,0,63,0,0.034835,1,0,30600.0,1.0
16918,0,63,0,0.274212,0,0,856.0,0.0
16919,0,86,0,0.001428,0,0,10500.0,0.0
16920,0,50,0,0.005226,0,0,4400.0,0.0
16921,0,69,0,0.018686,0,0,5083.0,0.0
16922,0,67,0,0.249847,0,0,13055.0,1.0
16924,0,51,0,0.554482,0,0,3000.0,0.0
16926,0,68,1,0.317835,0,0,8000.0,0.0
16927,0,61,0,0.751007,0,0,1489.0,0.0
16928,0,49,0,0.341981,0,0,7400.0,2.0
16929,0,41,7,0.934401,0,0,3932.0,2.0
16930,0,49,0,0.322933,0,0,11088.0,2.0
16932,0,39,0,0.140274,0,0,3207.0,0.0
16934,0,75,0,0.395838,0,0,4900.0,1.0
16935,0,41,0,0.487147,0,0,4784.0,3.0
16936,0,42,0,0.523916,0,0,2675.0,0.0
16937,0,48,0,0.223717,0,0,22000.0,3.0
16938,0,45,0,0.293211,0,0,4020.0,2.0
16939,0,57,0,0.544472,0,0,6565.0,1.0
16940,0,62,0,0.0032,0,0,7500.0,0.0
16941,0,62,1,0.420074,0,0,11666.0,1.0
16942,0,79,0,0.244943,0,0,5833.0,1.0
16943,0,54,0,0.228507,0,0,7955.0,0.0
16944,0,51,0,0.74985,0,0,5000.0,2.0
16945,0,40,0,0.39357,0,0,901.0,2.0
16946,0,51,0,1.128581,0,0,1500.0,2.0
16947,0,50,0,0.042751,0,0,5800.0,3.0
16950,0,45,0,0.47386,0,0,4800.0,0.0
16951,0,37,1,0.51633,0,0,11420.0,0.0
16952,0,67,0,0.176146,0,0,4166.0,0.0
16953,0,62,0,0.326167,0,0,10000.0,0.0
16954,0,56,0,0.664303,0,0,6767.0,1.0
16955,0,82,0,0.069444,0,0,1871.0,0.0
16956,0,31,0,0.371223,0,0,9166.0,0.0
16957,0,57,0,0.758748,0,0,3800.0,0.0
16958,0,32,0,0.314817,0,0,8334.0,0.0
16959,0,56,1,0.332372,0,0,5201.0,0.0
16960,0,45,0,0.20036,0,0,5000.0,2.0
16962,0,47,0,0.314978,0,0,7844.0,3.0
16963,0,32,0,0.0,0,0,1800.0,2.0
16965,0,63,0,0.830989,0,0,3981.0,0.0
16966,0,32,1,0.265216,0,0,8641.0,2.0
16969,0,47,0,0.391703,0,0,11666.0,2.0
16970,0,43,0,0.154499,0,0,3300.0,1.0
16971,0,29,0,0.119903,0,0,8656.0,1.0
16972,0,31,0,0.846932,0,0,1580.0,0.0
16973,0,55,0,0.18605,0,0,6250.0,1.0
16974,0,60,0,1.08901,0,0,1100.0,0.0
16976,0,54,0,0.207931,0,0,8800.0,0.0
16977,0,44,0,0.304013,0,0,7400.0,3.0
16978,0,62,0,0.385941,0,0,5163.0,1.0
16979,0,45,0,0.609262,0,0,8744.0,0.0
16981,0,60,0,0.441145,0,0,17916.0,0.0
16982,0,48,0,0.977405,0,0,5000.0,2.0
16983,0,29,0,0.411912,0,0,2400.0,0.0
16984,0,59,0,0.562224,0,0,7480.0,1.0
16987,0,46,0,0.118993,0,0,15731.0,4.0
16989,0,33,0,0.137113,0,0,4426.0,0.0
16990,0,70,0,0.346093,0,0,7000.0,1.0
16991,0,90,0,0.003665,0,0,3000.0,0.0
16992,0,55,0,0.442426,0,0,12166.0,1.0
16993,0,39,0,0.462065,0,0,3650.0,1.0
16994,0,50,0,0.220616,0,0,7333.0,0.0
16995,0,32,0,0.375942,0,0,6500.0,0.0
16997,0,84,0,0.096201,0,0,4500.0,1.0
16998,0,46,0,0.041739,0,1,6324.0,2.0
16999,0,49,0,0.019141,0,0,10500.0,0.0
17000,0,47,0,0.089387,0,0,3165.0,0.0
17001,0,60,0,0.558814,0,0,9342.0,1.0
17002,0,68,0,0.410902,0,0,4090.0,1.0
17003,0,47,0,0.40522,0,0,5823.0,1.0
17004,0,33,0,0.593762,0,0,2500.0,0.0
17006,0,48,0,0.361011,0,0,16450.0,4.0
17007,0,36,0,0.24194,0,0,4000.0,0.0
17009,0,29,0,0.058256,0,0,11500.0,0.0
17010,0,67,1,0.00557,0,0,730483.0,0.0
17011,0,67,1,1.965044,0,0,800.0,0.0
17012,0,57,5,0.1589,0,0,3454.0,1.0
17014,0,32,1,0.664336,0,0,1000.0,3.0
17016,0,69,0,0.0,0,0,2651.0,0.0
17017,0,73,0,0.496195,0,0,4467.0,0.0
17018,0,48,0,0.168259,0,0,1360.0,0.0
17019,0,57,0,0.224118,0,0,15000.0,2.0
17020,0,61,1,0.667185,0,0,2571.0,0.0
17022,0,50,0,0.792772,0,0,2600.0,1.0
17023,0,32,1,0.129935,0,0,2000.0,3.0
17024,0,30,0,0.040816,0,0,6614.0,0.0
17025,0,69,0,0.064184,0,0,10500.0,0.0
17026,0,34,0,0.0,0,0,5194.0,1.0
17028,0,65,0,0.00264,0,0,4166.0,0.0
17030,0,70,0,0.394688,0,0,3764.0,0.0
17033,0,38,0,0.277151,0,0,7890.0,2.0
17034,0,73,0,0.0,0,0,4100.0,0.0
17035,0,30,0,578.0,0,0,0.0,0.0
17037,0,63,0,0.399633,0,0,12000.0,0.0
17038,0,52,1,0.389363,0,0,11713.0,1.0
17039,0,62,0,1.315649,0,0,3750.0,0.0
17040,0,28,0,0.087978,0,0,4000.0,0.0
17041,0,42,0,0.586337,0,0,5020.0,5.0
17042,0,54,0,0.448766,0,0,7250.0,2.0
17043,0,52,0,0.292129,0,0,5945.0,0.0
17044,0,45,0,0.510779,0,0,7282.0,1.0
17045,0,42,0,0.315332,0,0,9313.0,3.0
17046,0,48,0,0.298905,0,0,16342.0,2.0
17047,0,53,1,0.936532,0,0,2000.0,0.0
17049,0,87,0,0.003748,0,0,1600.0,0.0
17050,0,70,0,0.006637,0,0,2711.0,0.0
17053,0,48,0,0.337476,0,0,8850.0,2.0
17054,0,61,0,0.012686,0,0,89786.0,1.0
17057,0,62,0,0.630965,0,0,6600.0,0.0
17058,0,67,0,0.078831,0,0,5200.0,0.0
17059,0,48,0,0.524418,0,0,5630.0,2.0
17060,0,82,0,0.808708,0,0,1400.0,0.0
17061,0,71,1,0.437245,0,0,4166.0,0.0
17062,0,53,0,0.245311,0,0,7410.0,0.0
17063,0,64,0,0.651052,0,0,4418.0,0.0
17064,0,34,0,0.052285,0,0,7898.0,1.0
17066,0,38,0,0.087309,0,0,3080.0,1.0
17067,0,43,0,0.262648,0,0,3300.0,6.0
17068,0,35,0,0.013497,0,0,3333.0,0.0
17069,0,24,1,0.068931,0,0,1000.0,2.0
17070,0,62,0,0.273026,0,0,4255.0,0.0
17071,0,31,0,0.548581,1,0,2500.0,1.0
17072,0,47,1,0.225955,0,0,5000.0,3.0
17073,0,38,0,0.643389,0,0,4166.0,2.0
17074,0,51,1,0.374851,0,0,9200.0,2.0
17075,0,68,0,0.474187,0,0,3350.0,2.0
17076,0,33,0,0.441512,0,0,5000.0,0.0
17077,0,26,1,0.215654,0,0,1200.0,0.0
17078,0,56,0,0.491135,0,0,2650.0,0.0
17079,0,54,0,0.271289,0,0,6258.0,1.0
17080,0,43,3,0.205184,0,0,4166.0,0.0
17081,0,44,0,0.420058,0,0,10000.0,1.0
17082,0,33,0,0.09509,0,0,4500.0,0.0
17083,0,66,0,0.81493,0,0,4500.0,1.0
17084,0,46,0,0.383815,0,0,7500.0,2.0
17085,0,49,0,0.292454,0,0,11700.0,1.0
17087,0,29,0,0.575856,0,0,4000.0,0.0
17089,0,40,0,0.001662,0,0,5415.0,0.0
17091,0,67,0,0.414202,0,0,5477.0,1.0
17092,0,53,0,0.493626,0,0,12000.0,2.0
17093,0,36,0,0.359928,0,0,5000.0,0.0
17094,0,59,1,0.356658,0,0,2800.0,0.0
17095,0,68,0,0.011914,0,0,9400.0,1.0
17096,0,40,0,0.514608,0,0,9583.0,0.0
17097,0,46,0,0.567541,0,0,6210.0,3.0
17098,0,50,0,0.291517,0,0,6400.0,3.0
17099,0,63,0,0.156926,0,0,2497.0,0.0
17100,0,48,0,0.060303,0,0,6400.0,3.0
17101,0,60,0,0.041955,0,0,4337.0,0.0
17102,0,48,0,0.34653,0,0,4596.0,5.0
17103,0,44,1,0.513018,1,0,4800.0,2.0
17104,0,49,0,0.068418,0,0,1826.0,0.0
17105,0,50,1,0.637295,1,1,8000.0,0.0
17106,0,53,0,0.304452,0,0,5839.0,0.0
17107,0,27,0,0.03849,0,0,4000.0,0.0
17108,0,36,1,0.388255,0,0,7100.0,0.0
17109,0,74,0,0.218313,0,0,2500.0,0.0
17111,0,38,0,0.324425,1,0,9166.0,3.0
17112,0,61,0,0.348524,0,0,4300.0,0.0
17113,0,43,0,0.306475,0,0,4864.0,4.0
17114,0,65,0,0.338241,0,0,8150.0,1.0
17115,0,63,0,0.193355,0,0,6500.0,1.0
17116,0,30,1,0.072785,0,0,5000.0,0.0
17118,0,38,0,0.146057,0,0,15000.0,0.0
17119,0,39,0,0.014692,0,1,52000.0,0.0
17120,0,34,0,0.213615,0,0,5111.0,0.0
17122,0,27,0,0.0,0,0,3000.0,0.0
17123,0,43,0,0.288972,0,0,3200.0,0.0
17125,0,82,0,0.017105,0,0,7833.0,0.0
17128,0,51,1,0.28372,0,0,16762.0,1.0
17129,0,44,0,0.603751,0,0,4211.0,0.0
17130,0,40,0,0.100231,0,0,3900.0,2.0
17131,0,64,1,0.513676,1,0,4167.0,0.0
17132,0,44,0,0.091762,0,0,11300.0,2.0
17133,0,47,0,0.376135,0,0,8916.0,2.0
17135,0,47,0,1.119933,0,0,1800.0,0.0
17136,0,36,0,0.440244,0,0,3120.0,0.0
17137,0,59,0,0.467166,0,0,3334.0,0.0
17138,0,42,0,0.200471,0,0,5521.0,2.0
17139,0,47,0,0.220885,0,0,2077.0,0.0
17140,0,45,0,0.335666,0,0,7000.0,2.0
17141,0,57,0,0.330892,0,0,15016.0,0.0
17142,0,39,0,0.259397,0,0,3750.0,2.0
17143,0,41,2,0.238583,0,0,4488.0,1.0
17145,0,73,0,0.855212,0,0,4585.0,1.0
17146,0,74,0,0.663206,0,0,4622.0,0.0
17148,0,30,0,0.406637,0,0,2500.0,2.0
17149,0,62,0,0.332816,0,0,7736.0,0.0
17150,0,54,0,0.02438,0,0,2296.0,0.0
17151,0,43,0,0.951605,0,0,10000.0,2.0
17153,0,39,3,0.462372,0,0,3600.0,1.0
17154,0,52,0,0.187965,0,0,11166.0,0.0
17156,0,27,0,0.019592,0,0,2500.0,0.0
17157,0,40,0,0.448806,0,0,8916.0,4.0
17158,0,23,0,0.208993,0,0,1200.0,0.0
17159,0,54,0,1.363589,0,0,3800.0,0.0
17160,0,46,0,0.450557,0,0,6016.0,3.0
17162,0,72,0,0.002399,0,0,2500.0,0.0
17163,0,42,0,1822.0,0,0,0.0,0.0
17165,0,52,0,0.402228,0,0,7450.0,0.0
17167,0,44,0,0.0,0,0,2500.0,0.0
17168,0,40,0,0.08032,0,0,6000.0,2.0
17169,0,89,1,0.508121,0,0,8249.0,1.0
17170,0,56,0,0.138816,0,0,1908.0,0.0
17173,0,76,0,0.013111,0,0,4499.0,1.0
17174,0,51,0,0.221651,0,0,3500.0,0.0
17176,0,53,0,0.433278,0,0,6676.0,1.0
17178,0,37,0,1.036654,0,0,3000.0,0.0
17180,0,56,1,0.269339,0,0,7083.0,1.0
17183,0,57,0,0.851694,0,0,6580.0,3.0
17185,0,49,0,0.037932,0,0,13444.0,3.0
17186,0,78,0,0.005725,0,0,12750.0,0.0
17188,0,77,1,0.074469,0,0,10500.0,0.0
17189,0,79,0,0.256892,0,0,5694.0,1.0
17190,0,78,0,0.392857,0,0,5543.0,1.0
17191,0,74,0,0.268863,0,0,6281.0,0.0
17192,0,41,0,0.761939,0,0,12500.0,2.0
17193,0,42,0,0.385084,0,0,5416.0,2.0
17195,0,60,0,0.208741,0,0,7046.0,0.0
17196,0,37,0,0.170396,0,0,6167.0,3.0
17197,0,27,0,0.0,0,0,3250.0,1.0
17198,0,61,0,0.004612,0,0,1300.0,0.0
17199,0,28,0,0.165113,0,0,4396.0,0.0
17200,0,60,0,0.641102,0,0,10130.0,2.0
17201,0,64,0,0.251365,0,0,5493.0,0.0
17202,0,77,0,0.002989,0,0,13716.0,0.0
17203,0,63,0,0.331106,0,0,11222.0,1.0
17204,0,64,1,0.621321,0,0,5130.0,0.0
17205,0,58,0,0.156513,0,0,10816.0,0.0
17207,0,46,0,0.205211,0,0,10900.0,4.0
17209,0,53,0,0.124625,0,0,3000.0,0.0
17211,0,24,0,0.0,0,0,0.0,0.0
17212,0,60,0,0.669505,0,0,2583.0,0.0
17213,0,40,0,0.372006,0,1,4800.0,2.0
17214,0,43,0,0.443506,0,0,9000.0,2.0
17216,0,56,1,0.59272,0,0,6400.0,1.0
17217,0,69,0,0.493386,0,0,4081.0,1.0
17218,0,60,0,0.166578,0,0,17000.0,0.0
17219,0,55,0,0.217802,0,0,10380.0,2.0
17220,0,80,0,0.010498,0,0,6000.0,0.0
17221,0,63,0,0.400732,0,0,16933.0,0.0
17222,0,43,0,0.560798,1,1,2055.0,0.0
17224,0,52,0,0.252872,0,0,7833.0,0.0
17225,0,64,0,0.525405,0,0,21333.0,0.0
17226,0,60,0,0.184924,0,0,3541.0,1.0
17227,0,32,0,0.228366,0,0,3200.0,0.0
17228,0,51,0,0.182651,0,0,4910.0,1.0
17231,0,41,0,0.090078,0,0,5250.0,1.0
17232,0,83,0,0.258785,0,0,6800.0,0.0
17233,0,43,0,0.276436,0,0,6666.0,0.0
17234,0,41,0,0.928601,0,0,2380.0,2.0
17235,0,48,0,0.263485,0,0,6914.0,2.0
17236,0,58,0,0.0139,0,0,3668.0,0.0
17237,0,45,0,0.5,0,0,1.0,0.0
17238,0,58,0,1.514483,0,0,3900.0,1.0
17239,0,32,0,0.139519,0,0,4450.0,2.0
17240,0,61,0,0.127987,0,0,10000.0,0.0
17241,0,52,0,0.31445,0,0,3300.0,2.0
17242,0,73,0,0.159298,0,0,4500.0,1.0
17243,0,42,0,0.42258,0,0,4100.0,0.0
17244,0,27,0,0.197601,0,0,3000.0,0.0
17245,0,56,0,0.39328,0,0,6666.0,0.0
17246,0,58,0,0.169909,0,0,3083.0,1.0
17247,0,52,0,0.635708,0,0,4575.0,0.0
17248,0,68,0,0.045186,0,0,5753.0,0.0
17249,0,77,0,0.24039,1,0,3381.0,1.0
17250,0,51,0,0.467545,0,0,4020.0,3.0
17252,0,60,1,0.383291,0,0,11909.0,0.0
17254,0,65,0,0.184846,0,0,1200.0,1.0
17255,0,66,0,0.171948,0,0,16283.0,0.0
17256,0,27,0,0.206747,0,0,2993.0,0.0
17258,0,48,0,0.84389,0,0,1562.0,1.0
17260,0,51,0,0.046639,0,0,728.0,0.0
17261,0,62,0,0.290955,0,0,4333.0,0.0
17262,0,48,0,0.236921,0,0,3000.0,2.0
17263,0,34,0,0.191762,0,0,5000.0,1.0
17265,0,60,1,1.200629,0,0,2541.0,0.0
17266,0,63,1,0.508687,0,0,4776.0,0.0
17268,0,60,0,0.39359,0,0,6333.0,1.0
17269,0,38,0,0.029208,1,0,1300.0,0.0
17271,0,45,0,0.490544,0,0,11050.0,0.0
17272,0,42,0,0.73448,0,0,4300.0,2.0
17273,0,76,0,0.147033,0,0,2257.0,0.0
17274,0,30,0,0.035578,0,2,3400.0,0.0
17276,0,54,0,0.174495,1,0,5300.0,0.0
17278,0,25,0,0.293503,0,0,2200.0,0.0
17279,0,44,0,1.368704,0,0,2600.0,0.0
17280,0,34,1,0.099956,0,1,2260.0,0.0
17281,0,74,1,0.208597,1,0,3000.0,0.0
17282,0,87,0,0.127436,0,0,2000.0,0.0
17283,0,47,0,0.389653,0,0,4000.0,3.0
17284,0,39,0,0.271594,0,0,13000.0,4.0
17285,0,65,0,0.007458,0,0,3485.0,0.0
17286,0,26,0,0.40025,0,0,2400.0,0.0
17287,0,61,0,0.369997,0,0,7645.0,0.0
17288,0,37,0,0.499585,0,0,3610.0,2.0
17289,0,48,0,0.163907,0,0,4166.0,0.0
17290,0,58,0,0.233553,0,0,5000.0,0.0
17291,0,30,0,0.168199,0,1,6200.0,1.0
17292,0,52,0,0.111591,0,0,4166.0,0.0
17293,0,48,0,0.24776,0,0,7700.0,0.0
17294,0,58,0,0.078843,0,0,35500.0,1.0
17295,0,41,0,0.470106,0,0,5000.0,1.0
17296,0,83,0,0.909032,0,0,1549.0,0.0
17297,0,56,0,0.210632,0,0,6000.0,0.0
17298,0,67,0,0.216701,0,0,3400.0,0.0
17299,0,57,0,0.397631,0,0,6500.0,0.0
17300,0,39,1,0.186857,0,0,12918.0,2.0
17301,0,33,0,0.0,3,2,4600.0,1.0
17303,0,48,0,0.487387,0,0,4320.0,1.0
17304,0,71,0,0.704412,0,0,4600.0,0.0
17306,0,27,0,0.00173,0,0,5200.0,0.0
17307,0,59,0,0.201054,0,0,5500.0,1.0
17308,0,35,1,0.057406,0,0,1950.0,0.0
17309,0,25,0,0.000727,0,0,5500.0,0.0
17310,0,47,0,0.705287,0,0,2666.0,0.0
17311,0,64,1,0.44961,0,0,3333.0,0.0
17313,0,41,2,0.259271,0,0,3100.0,1.0
17314,0,82,0,0.009781,0,0,4804.0,0.0
17315,0,55,0,0.068521,0,0,3881.0,0.0
17316,0,62,0,0.12625,0,0,2700.0,0.0
