heat,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12
105.82345902943382,nominal4,nominal6,nominal22,2887,92.37534865199052,89.004379760706,5,105,130,9.551950623793596,5000
105.7566554845138,nominal4,nominal14,nominal24,2872,92.31612560960431,88.95211074552215,5,105,129,9.615026496229145,5006
105.75,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,9.5,5000
106.20933157679558,nominal4,nominal17,nominal21,2887,92.38660559267777,88.97397436994962,5,105,129,9.562189431842247,5007
105.38202280214261,nominal4,nominal13,nominal22,2875,92.43860618570045,88.98992709803315,4,105,130,9.413377763174141,4992
105.10729190408824,nominal4,nominal18,nominal22,3003,84.02607809868367,87.02146957950373,6,105,129,9.542691829609883,4999
105.91440582768062,nominal3,nominal17,nominal21,3000,84.00297061495674,86.86388611351738,5,105,129,9.367258300288468,4989
105.75608434717485,nominal4,nominal13,nominal24,2968,83.9263200053076,87.04037888588667,6,105,129,9.527529111068972,4999
105.55683289219768,nominal4,nominal11,nominal24,3000,83.98349201284947,86.96112228379819,6,105,130,9.505684522017715,4981
105.86202019405506,nominal3,nominal14,nominal24,3022,83.98434799644512,86.9621636328676,5,105,130,9.392090761723153,5021
105.77080301095079,nominal3,nominal18,nominal24,3009,83.91819100652306,87.02506764093337,5,105,130,9.357377513738877,4992
105.94625481611406,nominal4,nominal18,nominal24,2159,88.48251121893804,88.13347288522186,3,105,129,18.456026007984875,4513
105.97,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,18.5,4500
106.26776093059819,nominal3,nominal16,nominal21,2187,88.41066542312488,87.93893446480034,3,105,130,18.456138017799972,4498
106.86489654552635,nominal4,nominal13,nominal24,2145,88.37858865788806,87.94910897736727,3,105,129,18.38259268081249,4495
105.86108188344484,nominal4,nominal18,nominal21,2133,88.36556004411347,88.02532949971388,3,105,130,18.665992472265046,4491
105.97,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,18.5,4500
106.53849497135725,nominal4,nominal9,nominal24,2796,89.4704034363849,81.55163024860846,5,105,130,13.874182923307593,5011
106.93312521799602,nominal4,nominal17,nominal24,2781,89.4130020817575,81.46536800932306,5,105,130,14.079683393817009,4996
106.07,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,14.0,5000
105.7291023575259,nominal4,nominal11,nominal24,2794,89.39730052820173,81.4907304149508,6,105,130,13.945710789701568,4997
107.21100894136943,nominal4,nominal12,nominal22,2802,89.4245507681605,81.4756660956098,5,105,129,14.049721293967922,5007
106.09052369810996,nominal4,nominal13,nominal24,2789,89.39896492894765,81.52932647172715,6,105,130,14.017365360142804,5006
106.95822396602209,nominal4,nominal12,nominal24,2505,84.0341023125181,87.0273198108019,5,105,129,13.423010066083936,3995
106.04228696302907,nominal4,nominal16,nominal24,2452,83.99748534980246,86.98924731810453,5,105,130,13.418226560298018,3993
105.93144941760252,nominal4,nominal18,nominal22,2489,84.02936618767588,87.1340722849737,4,105,129,13.492611977777315,3987
106.14,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,13.5,4000
105.60823304535116,nominal3,nominal10,nominal24,2514,83.98242020951659,86.94840966008194,4,105,129,13.394501715513329,4010
106.14093712412345,nominal4,nominal6,nominal23,2506,83.96312704866018,86.8968792518885,4,105,130,13.454451103869081,4000
106.45631822785586,nominal4,nominal10,nominal24,2492,83.94637282096953,86.89473216135936,5,105,129,10.881534124173308,4493
107.20273297038464,nominal4,nominal16,nominal24,2501,84.04648856327816,87.02766920781383,4,105,129,11.009182130010641,4497
105.58556963812346,nominal4,nominal12,nominal23,2484,84.04154122975437,86.91924515348552,5,105,130,10.99607543775383,4498
106.10611219526092,nominal4,nominal10,nominal24,2477,83.97008165413656,86.98129876728555,5,105,129,10.96888605926457,4512
105.97370724651421,nominal3,nominal13,nominal23,2497,84.01213740635927,87.05062160757593,4,105,130,10.927929969482575,4514
104.63277987606757,nominal4,nominal17,nominal22,2503,83.93243119516484,87.0226801672031,4,105,130,10.935480579026319,4504
105.13922691672235,nominal4,nominal18,nominal24,3741,89.39024037836266,81.49114108995359,8,105,129,17.599644320594333,3497
106.45485249711581,nominal4,nominal6,nominal21,3734,89.38770876146762,81.50961767794838,7,105,129,17.47102528943167,3504
106.34,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,17.5,3500
106.32549977363341,nominal3,nominal14,nominal22,3722,89.3812985652258,81.54253126098104,7,105,129,17.471687093493365,3505
105.75945685817769,nominal3,nominal10,nominal24,3743,89.39556098654943,81.58090771031462,8,105,129,17.447917907291835,3515
106.34,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,17.5,3500
106.44,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,14.0,3500
106.88724688999334,nominal4,nominal18,nominal24,4680,89.54478509659037,81.53772535835272,9,105,129,14.051892341889827,3485
106.78747755174518,nominal4,nominal18,nominal24,4651,89.40867471431744,81.47208825128786,9,105,130,13.92184499153752,3485
105.13447453043507,nominal4,nominal14,nominal21,4638,89.36765621106139,81.50800280772204,9,105,129,13.99814666581654,3480
106.44,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,14.0,3500
107.25156417743759,nominal3,nominal10,nominal23,4666,89.40070842603103,81.4686301632629,9,105,130,13.963669124072046,3496
106.77294700257178,nominal4,nominal17,nominal24,2993,84.03717458426475,86.8899839111439,6,105,129,10.979811739529152,4508
106.99947505192661,nominal4,nominal14,nominal22,3018,83.95527207962942,87.07830355307837,5,105,129,11.118440171685156,4489
105.16333399358652,nominal3,nominal18,nominal23,3022,84.05686855105243,86.94819691306778,5,105,129,10.987875380107946,4502
106.77098227329599,nominal4,nominal18,nominal24,2994,84.10184039141723,87.06456045936739,5,105,129,11.048164573980241,4478
112.59,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,11.0,4500
106.62,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,11.0,4500
106.69132344815517,nominal4,nominal6,nominal24,4709,89.39336038476155,81.53729295527211,10,105,130,6.451273521282726,5004
106.12123836759453,nominal4,nominal5,nominal24,4668,89.40672610494086,81.54834833667915,9,105,129,6.487309953945287,4998
106.54358679894302,nominal3,nominal18,nominal22,4663,89.36675172224155,81.42164577759068,10,105,129,6.29168116904982,5003
106.9645867683961,nominal3,nominal16,nominal24,4657,89.44187656295506,81.46257242017698,10,105,129,6.444200359285696,4994
106.15526402610479,nominal4,nominal10,nominal21,4661,89.30999040486589,81.42427926235251,10,105,129,6.451413824248268,4995
107.18212041792773,nominal4,nominal16,nominal24,4676,89.43357457239419,81.4989704111466,10,105,129,6.578968025362582,4984
106.64026232331463,nominal4,nominal16,nominal24,4650,89.42752750982444,81.47603810806577,9,105,129,8.96595005789085,4487
107.70567215470577,nominal3,nominal13,nominal21,4672,89.37743253724463,81.54224115043729,10,105,129,8.937476345818464,4505
106.74336396580901,nominal4,nominal12,nominal24,4660,89.39824839780302,81.45038638912068,9,105,129,8.894061328259042,4503
106.60988760787279,nominal4,nominal18,nominal24,4663,89.40480160204118,81.52538959659904,10,105,129,8.921115485947835,4501
106.59980256496235,nominal3,nominal11,nominal21,4692,89.49898175609263,81.629373191471,9,105,129,9.013634603402322,4499
106.8561136558977,nominal4,nominal7,nominal24,4655,89.43034805726197,81.42088611498541,10,105,129,9.016088245705363,4497
106.98346415637576,nominal4,nominal6,nominal22,4659,89.33805718602048,81.48912072542194,9,105,129,11.326439905635857,3993
106.87249402215716,nominal3,nominal12,nominal24,4657,89.3671471346532,81.47256681634364,9,105,129,11.492898840933673,4008
107.23357452511159,nominal4,nominal18,nominal22,4681,89.31847488076461,81.47148362792686,9,105,130,11.549732886321525,3987
106.97,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,11.5,4000
106.51004834396325,nominal4,nominal18,nominal22,4665,89.33107961568231,81.5328074810385,10,105,129,11.516625242164077,3992
106.98556585265447,nominal3,nominal6,nominal22,4667,89.42322861013675,81.48206740285872,10,105,129,11.560958996406669,3999
101.63499999999999,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,8.5,5000
107.28258955167922,nominal4,nominal18,nominal24,2981,84.05685928786197,86.97500741746758,6,105,130,8.46626446014505,4998
107.03,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,8.5,5000
105.79541831259985,nominal3,nominal18,nominal22,2980,84.00861372275207,86.95242647243762,6,105,130,8.613610740964592,5008
107.50704509517158,nominal4,nominal16,nominal23,3002,84.05031003184068,87.05448282715143,6,105,130,8.481099300836904,4990
106.41808947756004,nominal4,nominal6,nominal22,2980,84.02199142045468,86.97849682896471,5,105,129,8.600930374492663,4995
108.46684588194198,nominal4,nominal11,nominal24,3232,88.35114509553104,87.92437535533611,6,105,130,18.495263846385846,3500
107.68216860110961,nominal4,nominal6,nominal24,3223,88.3318847557428,87.95448741108822,5,105,129,18.47702124945179,3516
108.06495617069854,nominal3,nominal16,nominal24,3242,88.3814799792158,87.89915297697654,6,105,130,18.47343681869338,3478
106.52680818410455,nominal4,nominal6,nominal24,3208,88.3552799945586,87.96698751536002,6,105,129,18.502367599508595,3492
107.0317957450821,nominal4,nominal18,nominal24,3250,88.34421322129326,88.02499724556004,6,105,130,18.576070003428885,3490
106.83215288839634,nominal4,nominal20,nominal24,3212,88.45026442574098,88.03780252465535,6,105,130,18.450949247605763,3490
106.33793061467942,nominal4,nominal18,nominal23,2996,84.08287391203366,87.00219616550723,5,105,129,13.952961323986958,4516
107.10649518119283,nominal4,nominal13,nominal24,2988,84.1490219710265,87.0571842647262,5,105,130,13.922122982529107,4490
107.23475260461788,nominal4,nominal6,nominal24,2964,84.06756294648952,86.93332629874237,5,105,129,13.981235800690499,4481
107.42,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,14.0,4500
107.42,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,14.0,4500
106.72858358454157,nominal3,nominal17,nominal21,3003,83.9555070538133,86.9875584457857,5,105,130,14.024202019685427,4484
107.78419903265343,nominal4,nominal16,nominal24,2685,88.3368645789343,87.91075370163915,3,105,130,17.530902431937825,4202
107.00165100372007,nominal4,nominal10,nominal21,2674,88.30929892489438,87.9787510185509,4,105,129,17.35234662814971,4211
107.20890785668634,nominal4,nominal6,nominal23,2678,88.34102066753556,88.03130884466674,3,105,130,17.412212084235684,4196
106.90240504852996,nominal4,nominal6,nominal21,2690,88.29070978081108,87.99285423351832,4,105,129,17.63034171087983,4194
107.83993826882904,nominal3,nominal6,nominal24,2670,88.35854161060611,87.9504909960023,3,105,130,17.529357473291952,4222
108.55489020016836,nominal4,nominal6,nominal24,2670,88.30912497901818,87.91860710999713,4,105,130,17.281548080302812,4181
108.85564782092973,nominal4,nominal17,nominal22,3021,83.93920859171105,86.90771742732734,6,105,129,9.965251166549766,4497
107.79,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,10.0,4500
102.36000000000001,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,10.0,4500
102.36000000000001,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,10.0,4500
107.79,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,10.0,4500
102.36000000000001,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,10.0,4500
107.88325984262939,nominal3,nominal14,nominal24,3962,86.08438511925786,86.00029632683828,8,105,129,9.051260856790828,4994
109.04905322076374,nominal4,nominal12,nominal24,3977,86.00139810363196,86.03734764915062,7,105,130,9.011517600324282,5008
107.09089247620382,nominal4,nominal14,nominal22,3985,85.99601130931619,86.0299530224634,8,105,129,9.007888657058631,5009
107.32964586454234,nominal4,nominal7,nominal24,3991,85.9401992931173,85.9517167973996,8,105,130,9.090547756631581,4989
107.5129544862809,nominal4,nominal6,nominal24,3985,85.96697911144688,85.94829951335376,8,105,130,9.050921558792208,5001
108.13039210057217,nominal4,nominal13,nominal24,3993,86.02317991511673,85.98332813903092,7,105,129,9.043150242422156,4985
107.39399551843371,nominal4,nominal6,nominal22,3996,85.94136298523998,86.02314664800775,8,105,129,16.55704221357091,3512
108.06048141612068,nominal4,nominal17,nominal24,3982,86.04346748385566,86.01857882850976,7,105,129,16.551817529067005,3510
108.40686506479796,nominal4,nominal14,nominal21,4020,86.0183491507694,85.98491717072685,8,105,129,16.511656335921447,3492
107.98,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,16.5,3500
107.98,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,16.5,3500
108.52280316370852,nominal4,nominal17,nominal24,3997,86.00201990690964,85.94049203167859,8,105,129,16.390797093975486,3521
108.71986000178268,nominal4,nominal17,nominal24,3732,89.37327159032522,81.43345400132958,7,105,129,14.938702787474414,4004
108.64079574381836,nominal4,nominal12,nominal22,3698,89.3763444688513,81.54150910223272,8,105,130,14.943240848442723,3989
108.24,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,15.0,4000
107.8914244861181,nominal3,nominal16,nominal24,3744,89.38865270010564,81.5113802241776,8,105,130,15.000053634297442,3990
108.05019107878347,nominal4,nominal9,nominal23,3753,89.40930130109557,81.34647592371309,7,105,130,14.95413166375041,4029
108.24,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,15.0,4000
109.42948886233884,nominal3,nominal16,nominal24,2515,84.05037557520421,87.01239296210804,5,105,129,8.991167135385272,5011
108.42273934489666,nominal3,nominal6,nominal22,2496,83.89771913062071,86.93795235027126,4,105,130,9.052787697094905,4990
108.6077583050817,nominal4,nominal13,nominal21,2482,84.07070963043978,86.94502055812598,4,105,129,9.067838541635808,5004
108.28596390431764,nominal4,nominal12,nominal24,2462,83.9376686056589,86.97389576352032,4,105,130,9.094122711547014,4999
108.27753735582544,nominal4,nominal17,nominal21,2509,84.02824526322252,87.02351579449653,5,105,130,8.972356968413585,4991
107.72162675758118,nominal4,nominal18,nominal22,2514,83.91185970538952,86.91101932973048,5,105,130,9.040517447404197,4987
107.72899258330045,nominal4,nominal12,nominal22,4651,89.33441529733611,81.41554111263831,10,105,129,16.943916470753923,3014
108.63210943172298,nominal4,nominal14,nominal22,4704,89.43323001579262,81.43730377881752,9,105,130,17.019593032221653,3010
109.95532573509763,nominal4,nominal14,nominal24,4635,89.4227539732726,81.55685728606188,9,105,129,16.94339795469198,2975
108.43696406752126,nominal3,nominal6,nominal21,4674,89.36858381304604,81.47617663376182,10,105,129,17.06388359744467,2999
108.02275253002368,nominal4,nominal6,nominal24,4660,89.3713618387868,81.48997564617298,10,105,130,16.993737320626085,3009
108.5,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,17.0,3000
109.10380209934019,nominal3,nominal17,nominal24,3004,84.07211719441362,86.89321587148008,6,105,129,12.016881156993186,4994
108.15628934634188,nominal4,nominal12,nominal24,2992,83.9828824829637,87.00901097536499,6,105,130,11.973327056534758,5005
108.33912344667011,nominal4,nominal6,nominal24,2986,84.00217272289261,86.9375938406671,6,105,129,12.124068740956591,5010
108.67,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,12.0,5000
108.66566556233214,nominal4,nominal11,nominal24,3001,84.08311245324771,87.05017891510778,6,105,130,11.996014435051585,4996
108.41157962296015,nominal4,nominal14,nominal24,2976,83.98031591048098,87.04801682537735,5,105,129,11.87615071906461,4988
109.96526540340359,nominal3,nominal18,nominal24,3982,85.958161453275,85.99211389208855,8,105,129,11.387942271657954,4505
109.67569551697311,nominal4,nominal13,nominal24,4014,86.05032068999951,85.98702430826113,7,105,130,11.474829381077535,4512
108.86980172914862,nominal4,nominal17,nominal22,4015,86.04570475447889,86.117160321287,8,105,130,11.585317296071784,4508
108.71976378106044,nominal3,nominal17,nominal24,4002,86.0728824561969,85.98189880796052,7,105,129,11.616807261808395,4484
108.76,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,11.5,4500
108.76,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,11.5,4500
108.85254539090953,nominal4,nominal13,nominal24,3010,84.05347183852265,86.90984933963311,6,105,129,11.52516665314867,3997
108.8,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,11.5,4000
108.67496109241917,nominal4,nominal18,nominal22,2995,84.03928025413603,86.9866656646506,5,105,129,11.384003737108566,4001
108.4341354546323,nominal4,nominal12,nominal22,2984,84.07719305871575,86.9818362666433,5,105,130,11.513494603437962,3988
107.99563310576119,nominal4,nominal10,nominal24,2987,84.00398709254432,86.92029791339701,5,105,129,11.45990036320889,3995
108.37017783757786,nominal3,nominal18,nominal23,3003,83.99468462989181,87.02306470422631,5,105,129,11.50593983672575,4026
109.58452123122444,nominal4,nominal17,nominal22,3984,86.01508932752739,85.95033824429166,7,105,130,14.025136880587086,4007
108.98155463238157,nominal3,nominal6,nominal22,4034,86.03922244105833,85.92820441209169,8,105,129,13.964799105306154,3988
109.41903030545275,nominal4,nominal6,nominal24,4008,86.04855461176905,86.03042905070191,7,105,129,13.974524433290872,3989
108.83593026404863,nominal4,nominal14,nominal24,4001,86.03308140075414,86.01050362701015,8,105,129,13.98525761797242,3994
108.99156032427912,nominal4,nominal6,nominal24,3984,86.04962238676866,86.04976024382331,7,105,129,14.010248366038493,4007
109.30203358518382,nominal4,nominal11,nominal24,4009,85.99047527845731,86.0279911013322,7,105,130,13.815487557246978,3990
108.96336560762693,nominal4,nominal18,nominal22,3208,88.40618123800361,88.00293644692873,6,105,129,9.950945251630852,5008
109.27163255240555,nominal3,nominal6,nominal24,3221,88.36991907455938,87.98659093437244,6,105,130,10.001437419133502,4995
109.27,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,10.0,5000
108.96241494473904,nominal4,nominal18,nominal21,3214,88.40214235328658,87.92062682076981,6,105,130,9.999016540387759,4994
109.33450582295056,nominal4,nominal17,nominal24,3233,88.4423517623317,87.96294922097019,6,105,130,9.903313678538094,5010
108.25338058599685,nominal4,nominal6,nominal22,3224,88.45820560326156,88.08294219883285,5,105,129,10.023117968123088,4988
109.63505491367127,nominal3,nominal12,nominal24,3689,89.45465551533572,81.59767407463829,7,105,129,10.062086052064512,4993
109.29,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,10.0,5000
108.48643746223388,nominal4,nominal14,nominal24,3699,89.39358304441622,81.48775404314159,7,105,130,10.024859674732632,4985
108.45399092285088,nominal4,nominal6,nominal24,3743,89.4952182891125,81.48253353904688,7,105,129,10.020998641586186,4989
109.29,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,10.0,5000
109.09837845793818,nominal4,nominal6,nominal24,3751,89.45095938720588,81.60007656605613,7,105,129,10.156691181569716,5007
109.01317414140141,nominal4,nominal15,nominal22,1884,89.42554808758824,81.42462997333818,3,105,129,17.9753522496851,4978
109.96706034145893,nominal3,nominal17,nominal22,1858,89.42736397592206,81.51858276221466,3,105,129,18.013052887438775,4985
108.97190499029162,nominal3,nominal13,nominal21,1855,89.43141892000837,81.58730258049864,4,105,129,17.985510669259053,5012
108.958794784581,nominal4,nominal14,nominal24,1846,89.34218614588944,81.44552229819139,4,105,129,18.031083731014007,5001
109.25479775579176,nominal3,nominal18,nominal24,1864,89.32388545025552,81.47438559795786,3,105,130,18.044648397349047,5008
108.6707803852129,nominal4,nominal13,nominal24,1853,89.37286463602742,81.4535127622031,3,105,130,18.01551859435396,5016
108.4618573307223,nominal4,nominal10,nominal22,2800,89.4713597584541,81.51166243341572,5,105,130,14.431403412943835,4999
109.35,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,14.5,5000
109.35,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,14.5,5000
110.32032013867666,nominal4,nominal18,nominal22,2799,89.391928608371,81.43915737612886,6,105,129,14.544331306846818,5005
109.35,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,14.5,5000
109.35,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,14.5,5000
110.27354176066642,nominal4,nominal13,nominal24,3233,88.40711996984355,88.01054327891663,6,105,129,12.536727465686406,4497
109.08158784496189,nominal4,nominal11,nominal21,3236,88.440808327182,87.96869125714359,5,105,129,12.392032013498632,4500
109.35002977094295,nominal4,nominal11,nominal24,3176,88.38529702488171,88.04523937552928,6,105,129,12.535348134832107,4516
109.42,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,12.5,4500
110.19302731886538,nominal4,nominal15,nominal24,3233,88.42412693707259,87.99917335929821,6,105,129,12.479248416442148,4482
109.56760642235392,nominal4,nominal6,nominal24,3248,88.42397739709742,88.012868597809,6,105,129,12.484188084642065,4492
109.54,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,18.0,3500
110.01845529234768,nominal3,nominal12,nominal22,3714,89.36602241953446,81.46549297273974,8,105,129,17.941022211337025,3498
110.09800538645446,nominal4,nominal7,nominal24,3712,89.39019583099983,81.47573431758731,8,105,129,17.936109523534206,3480
108.75155270663372,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,18.242882343599327,3500
109.36062162753852,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,18.03156688047406,3500
109.15652719095286,nominal3,nominal18,nominal24,3743,89.32652365469477,81.35828516344858,7,105,129,17.96588789375308,3501
108.92236896027627,nominal4,nominal16,nominal24,2499,84.04002516407148,86.95503103547108,5,105,130,14.035038233208189,3998
109.55,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,14.0,4000
109.72419625347648,nominal3,nominal16,nominal24,2480,84.08827123557163,87.02727813384189,5,105,130,14.100355822760731,3993
109.26569624703343,nominal4,nominal18,nominal24,2495,84.00607941202742,87.03877188575112,4,105,130,13.87351781219366,3978
109.45650761928081,nominal4,nominal7,nominal24,2496,84.03933276449617,87.00893489447378,4,105,130,14.038812217945111,4012
110.64850528441592,nominal4,nominal6,nominal24,2475,83.93626451161269,87.00875569886459,4,105,130,13.937390044758171,3990
109.54266757166724,nominal4,nominal12,nominal22,2860,92.31662993053385,89.1069484378543,5,105,130,15.98391768573469,4498
109.71,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,16.0,4500
110.65371662976372,nominal4,nominal10,nominal24,2856,92.33170219823822,89.09027328247231,5,105,130,16.083113224556246,4510
109.71,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,16.0,4500
109.57786915460014,nominal3,nominal18,nominal22,2884,92.47513674086836,88.92627514781059,5,105,129,16.022300210980703,4502
110.89078020890823,nominal3,nominal6,nominal24,2883,92.43308828562299,89.07246159356323,5,105,130,16.020154882719556,4513
109.84,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,13.5,5000
110.79470141634825,nominal4,nominal13,nominal24,2698,88.34634658724923,88.02707159769287,4,105,130,13.492617191685126,5004
109.65895981448833,nominal4,nominal18,nominal24,2651,88.28640310315575,88.05557774296118,3,105,129,13.531456876562684,5019
110.51496557769002,nominal3,nominal12,nominal24,2706,88.3075108504453,88.06693693607691,3,105,130,13.495722529589777,4997
110.84229076771213,nominal4,nominal12,nominal23,2680,88.37241678517054,87.937044924729,4,105,130,13.60859878745318,5008
109.43595025247541,nominal4,nominal12,nominal24,2683,88.32216907886836,87.8864895121585,3,105,130,13.479524068241705,5007
109.33013800300874,nominal4,nominal18,nominal24,2489,84.05152897943023,86.94202084644003,4,105,130,11.470133434369172,4500
110.22392347259638,nominal4,nominal18,nominal22,2455,83.98457244591725,86.9847831487669,5,105,129,11.408786049477017,4499
109.00125180393538,nominal4,nominal16,nominal24,2492,84.01010366268245,87.00268266323455,4,105,130,11.602446658167533,4513
110.26712902328786,nominal4,nominal15,nominal22,2480,83.94279852225976,87.00383602736007,4,105,129,11.467323620759755,4491
109.34260941652703,nominal3,nominal11,nominal24,2486,84.01036046394712,86.9960953322424,5,105,130,11.439723164603143,4501
110.26308492262112,nominal3,nominal6,nominal24,2471,84.03277152721134,87.0050165199333,5,105,129,11.52840903855546,4484
109.76903226958265,nominal3,nominal14,nominal24,2169,88.355479483183,88.07293432616314,3,105,130,19.051674801192643,4508
110.13921157922005,nominal4,nominal6,nominal23,2174,88.35032235427444,88.00015609053328,4,105,130,19.018257806091697,4520
110.73109245468697,nominal4,nominal12,nominal22,2150,88.3502710156792,88.00845838482968,4,105,129,18.96422889792367,4502
108.71726920358999,nominal4,nominal6,nominal24,2159,88.45504137910432,87.91855015710493,3,105,129,19.00391460356577,4501
109.87,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,19.0,4500
109.87,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,19.0,4500
110.07668816295028,nominal4,nominal14,nominal24,4661,89.50246997184155,81.43453340649607,10,105,129,14.49323171563864,3499
110.06,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,14.5,3500
109.08834227481726,nominal4,nominal14,nominal22,4669,89.45246647595314,81.5251752078839,10,105,130,14.457248422061824,3474
109.6944822971642,nominal4,nominal13,nominal21,4653,89.4277004994567,81.52532654145705,9,105,129,14.500719062543553,3491
110.85957460949882,nominal4,nominal18,nominal24,4698,89.2740548430244,81.43961195555285,9,105,130,14.460272118826321,3505
110.06,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,14.5,3500
110.20184144021367,nominal3,nominal10,nominal24,2473,83.8781348735463,86.97871669508602,5,105,130,11.935911277588124,4994
110.58293327517693,nominal4,nominal6,nominal22,2509,83.88225104957628,86.88797444732572,4,105,130,12.023704275275405,5005
110.0156378305947,nominal4,nominal17,nominal24,2462,84.07021680301138,86.9070891035037,4,105,130,12.010194402510532,4994
110.87526521622853,nominal3,nominal18,nominal23,2505,83.96575367353383,87.06191251313345,5,105,129,12.011061368285072,5001
110.15,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,12.0,5000
109.73476328052453,nominal4,nominal18,nominal22,2481,83.97714997521791,86.96665872025093,4,105,130,11.994133832068902,5018
110.40658224027982,nominal3,nominal15,nominal21,4671,89.45891599085225,81.47638875471512,9,105,130,7.049950293140082,4995
110.72,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,7.0,5000
110.6588789255592,nominal4,nominal18,nominal22,4639,89.40372477168371,81.40230991973128,10,105,130,7.077447831031737,5000
110.69243208686177,nominal4,nominal13,nominal24,4682,89.40815170452233,81.49589517669027,9,105,129,6.946169902838706,5005
110.5715657342304,nominal4,nominal18,nominal22,4683,89.38714879170445,81.45313034400856,10,105,130,6.828937750054318,5005
110.40051983543904,nominal4,nominal13,nominal24,4674,89.45795279411685,81.48014055507474,9,105,129,6.901591255358131,5011
110.34260479806882,nominal4,nominal16,nominal22,3247,88.30487734408497,87.92599399099605,6,105,129,19.020884549429283,3519
110.82,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,19.0,3500
109.99266051731102,nominal4,nominal18,nominal24,3237,88.3720970712355,88.0829185955395,6,105,129,18.962042615697673,3500
110.00784672424909,nominal4,nominal13,nominal24,3199,88.37981966277825,88.0705246495608,6,105,129,18.95072007984815,3502
110.99365754809264,nominal4,nominal18,nominal24,3223,88.41303876430966,87.93653051929034,6,105,129,19.024485596310118,3491
111.21070280618989,nominal3,nominal13,nominal24,3236,88.37944095813316,88.07728270916111,5,105,129,18.90925083124793,3483
110.45929585804365,nominal4,nominal16,nominal22,3003,83.90430473136693,86.93910520479149,6,105,129,14.554081215511685,4499
110.86,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,14.5,4500
110.90659753755706,nominal4,nominal17,nominal22,3011,84.02963661699249,86.94805453437962,6,105,130,14.415304656771934,4494
110.61762878705945,nominal4,nominal10,nominal22,2993,84.0220736554795,87.02062945452575,6,105,129,14.508728913379239,4510
110.86,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,14.5,4500
