critical_temp,number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence
124.0,4,64.2376,70.180925,48.63662964,57.78785007,1.143045399,1.095824429,121.3276,32.331825,45.42342159,41.67923239,787.5,716.4875,733.6688292,683.4903336,1.312169689,1.335349572,810.6,153.75,315.6462498,245.5272716,160.0,172.125,135.951146,156.0984959,1.259349325,1.205810067,205,57.25,75.12323209,62.90158484,3505.35725,4625.178625,513.7416347,1532.513242,0.877259569,0.755643424,8958.571,3359.821375,3385.782193,3520.507484,70.43,67.605,31.79203838,31.11314507,0.926446502,0.846988779,138.63,43.995,61.42963414,58.5001609,7.4655,9.07525,3.754421532,6.250400155,1.108766654,1.023678901,12.878,4.88475,4.62752966,4.028976041,154.506645,204.5033225,13.98715434,46.54976513,0.750109649,0.655888219,399.97342,149.9966775,161.8910029,168.1052979,2.0,2.0,2.0,2.0,1.386294361,1.320888343,0,0.5,0.0,0.0
124.0,5,91.50808,54.627075,64.5702746,35.61295129,1.327464648,1.534120432,184.5906,12.156125,68.00989708,54.53353424,831.2,995.6,781.4832078,931.7166367,1.547988788,1.091555212,810.6,593.7375,295.5415436,336.4568453,162.2,117.75,142.3329728,93.7140393,1.50889625,1.558910227,205,20.9375,67.33617156,75.90989725,5511.0858,3159.0895,988.2823632,82.93595575,1.139379444,1.135919345,13532.571,1679.2855,5026.19189,4285.014796,56.644,96.24,17.26127816,50.09237969,0.954578305,0.674064213,141.0,71.15625,61.47434541,60.15263772,6.4304,4.777875,3.400959984,1.362928443,1.286589738,1.196728129,12.878,2.34525,4.627845356,5.178574489,125.265316,102.78204,12.60082883,1.59273649,0.810628981,0.685323715,399.97342,74.98671,156.1639483,156.4629612,2.0,2.0,2.0,2.0,1.609437912,1.353591352,0,0.875,0.0,0.0
124.0,5,91.50808,61.5342,64.5702746,38.39669258,1.327464648,1.448111048,184.5906,19.548,68.00989708,60.37009734,831.2,997.4166667,781.4832078,931.3543911,1.547988788,1.099060355,810.6,607.4333333,295.5415436,339.3376436,162.2,120.75,142.3329728,95.08277743,1.50889625,1.531896995,205,27.91666667,67.33617156,79.47863969,5511.0858,3336.047833,988.2823632,86.54961187,1.139379444,1.159421649,13532.571,1492.618833,5026.19189,4446.201436,56.644,94.25583333,17.26127816,48.43755675,0.954578305,0.666941264,141.0,71.125,61.47434541,60.87843522,6.4304,4.530166667,3.400959984,1.310723684,1.286589738,1.226822832,12.878,2.072333333,4.627845356,5.028439815,125.265316,87.03829,12.60082883,1.328949807,0.810628981,0.67659138,399.97342,66.65337667,156.1639483,149.9469148,2.0,2.0,2.0,2.0,1.609437912,1.357977855,0,0.833333333,0.0,0.0
124.0,5,92.26674,51.31311852,64.81266197,33.51345845,1.323286609,1.562805112,188.3839,9.202022222,69.23265515,54.55873052,747.78,986.9925926,702.115184,921.4663799,1.54100619,1.007194077,810.6,643.6444444,293.2861361,344.2860406,159.2,110.7777778,139.7433718,89.41373579,1.507320792,1.565404196,205,17.18518519,67.21130857,70.25842948,5174.2858,3027.40763,962.3642484,70.68218431,1.165065441,1.097023746,11848.571,1658.518296,4506.89548,4167.968289,60.484,99.3437037,29.1775464,59.4806575,1.112638623,0.700606522,138.63,73.31555556,58.434336,58.08493558,6.8124,4.709925926,3.839584976,1.315315481,1.345508467,1.225823987,12.878,2.310814815,4.340205414,5.145276568,132.805316,108.4582267,17.74741317,1.6672828,0.949904122,0.778835441,399.97342,74.06029185,151.1646393,154.8325216,2.2,2.074074074,2.168943542,2.060980073,1.594166699,1.360015194,1,0.888888889,0.4,0.2618914
124.0,6,87.78561667,50.94266118,64.90687527,33.55997269,1.534099632,1.59402804,188.3839,15.38694118,63.98986468,51.7365025,774.1166667,993.4694118,732.5641988,925.9115005,1.733900099,1.019684622,810.6,684.5141176,274.1326894,346.9030192,156.3333333,112.6,140.1169705,89.51315857,1.704239241,1.588376672,205,28.09411765,61.68918508,74.77955052,5501.904833,2818.874176,1344.000001,64.41872428,1.435245352,1.210269338,11848.571,1580.419941,4178.926522,3893.743555,50.65333333,99.86470588,17.7919077,60.27281233,1.138284462,0.684835257,141.0,75.42352941,57.69476916,58.00333136,6.902,4.659294118,4.278433567,1.27781285,1.574259224,1.302521432,12.878,2.225294118,3.967109779,5.116293969,130.6710967,99.82583647,24.4048471,1.400312095,1.232489231,0.81198609,399.97342,70.57416353,138.0763,152.5879586,2.166666667,2.047058824,2.139826388,2.038527822,1.778233306,1.37714003,1,1.035294118,0.372677996,0.211764706
124.0,6,88.36173333,58.69002295,65.84859837,37.22446938,1.545078769,1.523869154,184.5906,21.32196721,62.48161786,57.40844294,819.3333333,998.5590164,777.8609579,932.3181122,1.739275263,1.112902351,810.6,654.8540984,271.0930201,340.3198001,156.0,118.8032787,139.2856159,93.5415091,1.700461897,1.576380997,205,39.42622951,63.01322612,79.08966061,5479.738167,3146.775393,1308.459492,79.69010998,1.397720767,1.254235157,13532.571,1468.126246,4588.799857,4236.853531,67.28666667,96.99754098,23.86301424,52.97763059,1.279227257,0.741853509,141.0,72.31967213,60.9555389,59.55093,10.65866667,4.943311475,4.936348223,1.329230263,1.339967679,1.420647486,31.578,2.034721311,10.35560986,6.092034809,114.3877633,86.45940951,16.34397924,1.287478681,1.036294424,0.724457954,399.97342,65.56026262,144.6176155,148.827471,2.333333333,2.032786885,2.244924097,2.022855747,1.747868097,1.425780086,2,0.950819672,0.745355992,0.253966121
124.0,6,95.62411667,97.46964078,71.04246431,75.29726464,1.558722805,1.417693686,188.3839,38.13273786,63.64479822,64.44889124,767.6833333,696.1029126,727.2663873,668.6245534,1.73458549,1.663530456,810.6,191.7320388,271.4062356,224.118678,159.5,168.6699029,143.0804599,156.2199784,1.706813105,1.54793197,205,44.46601942,61.35891677,55.81442698,5753.5715,6145.284369,1387.668037,2397.640254,1.436095551,1.254348447,11848.571,2609.57,4313.306775,4233.559822,50.65333333,56.57184466,17.7919077,26.31632144,1.138284462,1.048751615,141.0,34.87864078,57.69476916,55.59514335,6.727,8.04776699,4.169913005,5.787378359,1.568616117,1.330893714,12.878,3.793980583,3.966646569,4.048660124,126.6710967,170.5656874,23.51388675,47.43201252,1.209234564,0.898975588,399.97342,116.5022738,138.6738381,161.302486,2.166666667,2.194174757,2.139826388,2.163826689,1.778233306,1.628070813,1,0.524271845,0.372677996,0.395564054
124.0,6,103.1377833,45.69432059,72.98877259,31.68603903,1.514509116,1.760361847,191.2006,5.555929412,75.78208299,46.91256195,750.1,999.8770588,714.7446858,937.7758337,1.738397307,1.030979912,764.1,677.85,261.5543793,337.1576366,152.6666667,108.1176471,138.6489976,87.81933604,1.718396855,1.612197888,171,22.85882353,53.4405173,66.94192598,6055.238167,2730.344765,1383.544657,61.78577992,1.399134952,1.258125706,11848.571,1580.419941,4806.655915,3951.586467,55.01666667,99.44623529,26.2493329,56.42398965,1.277729168,0.679060996,138.63,74.89482353,55.29756796,58.78678416,6.472,4.651705882,3.980979729,1.276147933,1.552769805,1.287091872,12.878,2.194235294,4.03449873,5.116602713,119.3377633,104.5140718,22.20358734,1.547468011,1.153325299,0.830578602,399.97342,70.57416353,140.900077,152.2258879,2.5,2.088235294,2.40187391,2.065679663,1.748970751,1.428034683,2,0.970588235,0.763762616,0.373193457
124.0,6,110.3206167,58.58266368,78.24106661,35.91427748,1.535695486,1.636953743,188.3839,15.11971632,74.99341813,62.18883055,790.8166667,992.2489474,745.4868168,924.5176876,1.730903467,1.056400308,810.6,675.2210526,284.5020294,347.4541302,161.1666667,111.8684211,144.5246856,89.41255429,1.707333894,1.662402931,205,23.93157895,61.51264549,73.18763595,6567.5715,3222.078421,1495.158598,69.88481006,1.408218385,1.308444942,13532.571,1413.984737,5160.715157,4393.206595,50.65333333,97.84105263,17.7919077,58.79781139,1.138284462,0.689640134,141.0,74.97631579,57.69476916,58.73331198,6.058666667,4.338263158,3.52270398,1.221638837,1.495878434,1.34665827,12.878,2.032263158,4.305622939,4.937276325,112.05443,90.36609474,15.63599653,1.316141085,1.00469685,0.822337324,399.97342,63.14390526,145.5860107,146.7384504,2.166666667,2.089473684,2.139826388,2.073889102,1.778233306,1.420439637,1,1.021052632,0.372677996,0.28542625
124.0,6,110.3206167,61.59742167,78.24106661,38.40868326,1.535695486,1.585400465,188.3839,19.548,74.99341813,60.51749461,790.8166667,990.465,745.4868168,923.0793298,1.730903467,1.118764346,810.6,646.735,284.5020294,343.3393568,161.1666667,120.5,144.5246856,94.93740007,1.707333894,1.586387174,205,39.56666667,61.51264549,79.34366179,6567.5715,3307.981167,1495.158598,86.35814949,1.408218385,1.316495419,13532.571,1492.618833,5160.715157,4386.654612,50.65333333,94.57583333,17.7919077,50.60346009,1.138284462,0.687023842,141.0,71.15,57.69476916,60.43890916,6.058666667,4.562,3.52270398,1.324040828,1.495878434,1.270220636,12.878,2.113333333,4.305622939,5.020196344,112.05443,87.66662333,15.63599653,1.367424134,1.00469685,0.714097195,399.97342,66.65337667,145.5860107,149.6944316,2.166666667,2.016666667,2.139826388,2.013561274,1.778233306,1.420193977,1,0.95,0.372677996,0.128019096
124.0,7,107.0776714,55.57760063,79.51678854,36.12492223,1.71687422,1.764075094,188.3839,15.632525,69.88334946,54.98547624,756.2714286,981.858625,713.6066339,915.1173739,1.88454806,1.129277853,810.6,646.9425,276.6560821,344.6488587,169.4285714,117.71875,153.3656307,93.64399096,1.870445476,1.706131221,205,27.7925,60.43853346,76.13853918,6005.061286,3125.3645,1620.78578,83.36003825,1.554082497,1.35301806,13532.571,1679.2855,4972.60252,4161.305566,44.35,96.88655,15.41826369,54.87429125,1.21637817,0.71153434,141.0,71.203125,55.60172505,59.222276,6.336,4.8281125,3.960626063,1.387421111,1.698021006,1.335382365,12.878,2.3846875,4.043702547,5.154233387,101.0466543,101.072665,17.54354472,1.629810411,1.151969813,0.743246459,399.97342,74.98671,137.4569576,155.6101926,2.142857143,2.03125,2.119268045,2.025502798,1.933809999,1.475373167,1,0.965,0.349927106,0.173992636
124.9,6,79.42313387,78.10358032,52.65990175,58.55606278,1.442064749,1.464542243,184.5906,25.86546,67.7102998,57.35482544,972.6666667,841.79,887.8056864,777.2784511,1.702603762,1.746456034,1177.5,123.0,415.7540445,365.7096921,142.1666667,159.0,116.1349174,138.1476542,1.630866632,1.50463559,211,46.4,76.06010051,68.45728595,4592.854167,5053.7125,341.9572734,964.736235,1.139967588,1.134684743,13532.571,2687.8571,5026.720345,4450.382687,102.12,87.184,28.21868007,29.0904071,1.131530439,1.200321119,328.0,35.82,116.1446462,98.23626634,5.402,7.5152,2.215627905,4.113458695,1.322968168,1.148272679,12.878,3.9078,4.809936937,4.788234263,104.39238,164.435428,4.543730402,18.64188315,0.811080757,0.684499106,399.97342,119.997342,150.0034874,170.389786,1.833333333,1.9,1.781797436,1.866065983,1.767761472,1.648991588,1,0.5,0.372677996,0.3
125.0,5,91.50808,50.4828,64.5702746,34.04054112,1.327464648,1.56778656,184.5906,7.721,68.00989708,50.2565512,831.2,994.51,781.4832078,931.9340517,1.547988788,1.075476332,810.6,606.3,295.5415436,334.7117325,162.2,115.95,142.3329728,92.90227224,1.50889625,1.544013608,205,20.55,67.33617156,73.62708401,5511.0858,3052.9145,988.2823632,80.84059313,1.139379444,1.093425363,13532.571,1791.2855,5026.19189,4181.731325,56.644,97.4305,17.26127816,51.11228831,0.954578305,0.675656841,141.0,71.175,61.47434541,59.68126971,6.4304,4.9265,3.400959984,1.395244116,1.286589738,1.154136586,12.878,2.509,4.627845356,5.261006059,125.265316,112.22829,12.60082883,1.775518252,0.810628981,0.682037653,399.97342,79.98671,156.1639483,159.501272,2.0,2.0,2.0,2.0,1.609437912,1.333074293,0,0.9,0.0,0.0
125.0,5,91.50808,61.5342,64.5702746,38.39669258,1.327464648,1.448111048,184.5906,19.548,68.00989708,60.37009734,831.2,997.4166667,781.4832078,931.3543911,1.547988788,1.099060355,810.6,607.4333333,295.5415436,339.3376436,162.2,120.75,142.3329728,95.08277743,1.50889625,1.531896995,205,27.91666667,67.33617156,79.47863969,5511.0858,3336.047833,988.2823632,86.54961187,1.139379444,1.159421649,13532.571,1492.618833,5026.19189,4446.201436,56.644,94.25583333,17.26127816,48.43755675,0.954578305,0.666941264,141.0,71.125,61.47434541,60.87843522,6.4304,4.530166667,3.400959984,1.310723684,1.286589738,1.226822832,12.878,2.072333333,4.627845356,5.028439815,125.265316,87.03829,12.60082883,1.328949807,0.810628981,0.67659138,399.97342,66.65337667,156.1639483,149.9469148,2.0,2.0,2.0,2.0,1.609437912,1.357977855,0,0.833333333,0.0,0.0
125.0,5,91.50808,78.69649091,64.5702746,63.13531459,1.327464648,1.410821625,184.5906,23.51405455,68.00989708,53.13476775,831.2,733.8454545,781.4832078,703.9593503,1.547988788,1.514816912,810.6,179.5454545,295.5415436,229.5720381,162.2,171.5454545,142.3329728,159.4662164,1.50889625,1.389319183,205,48.54545455,67.33617156,54.65987998,5511.0858,5549.584455,988.2823632,2195.698505,1.139379444,1.091737686,13532.571,3258.051909,5026.19189,4235.848034,56.644,60.55545455,17.26127816,22.09009176,0.954578305,0.793179981,141.0,43.46363636,61.47434541,58.77405262,6.4304,8.775636364,3.400959984,6.277727715,1.286589738,1.084329816,12.878,4.743454545,4.627845356,4.171313882,125.265316,204.0296891,12.60082883,55.24829907,0.810628981,0.681067339,399.97342,145.4521291,156.1639483,165.9155416,2.0,2.0,2.0,2.0,1.609437912,1.468139939,0,0.545454545,0.0,0.0
125.0,5,91.50808,94.05905714,64.5702746,71.75599456,1.327464648,1.305046638,184.5906,36.95065714,68.00989708,60.90089075,831.2,771.9285714,781.4832078,728.7117944,1.547988788,1.566514509,810.6,128.6571429,295.5415436,274.540248,162.2,172.7142857,142.3329728,154.9334389,1.50889625,1.405324184,205,65.42857143,67.33617156,65.94091356,5511.0858,5717.918429,988.2823632,1622.888271,1.139379444,1.158005901,13532.571,2559.795857,5026.19189,4502.585288,56.644,59.79571429,17.26127816,22.4101432,0.954578305,0.941832097,141.0,34.04285714,61.47434541,59.1900206,6.4304,7.607428571,3.400959984,4.659490314,1.286589738,1.161923527,12.878,3.711142857,4.627845356,4.540833745,125.265316,149.1895114,12.60082883,21.72935651,0.810628981,0.675477598,399.97342,114.2819171,156.1639483,171.0949271,2.0,2.0,2.0,2.0,1.609437912,1.549826046,0,0.285714286,0.0,0.0
125.0,5,92.26674,58.64255789,64.81266197,35.92490257,1.323286609,1.483174532,188.3839,17.29529474,69.23265515,62.32724195,747.78,985.6631579,702.115184,916.7338775,1.54100619,1.007640277,810.6,638.2105263,293.2861361,351.0652499,159.2,111.6315789,139.7433718,89.28303638,1.507320792,1.595754471,205,10.21052632,67.21130857,73.01997602,5174.2858,3195.488947,962.3642484,69.7383412,1.165065441,1.131243893,11848.571,1413.984737,4506.89548,4335.430397,60.484,98.14421053,29.1775464,61.28571421,1.112638623,0.698197184,138.63,74.59263158,58.434336,58.28308126,6.8124,4.368421053,3.839584976,1.233394468,1.345508467,1.325351122,12.878,1.951578947,4.340205414,4.930501697,132.805316,90.96135789,17.74741317,1.352211914,0.949904122,0.830119009,399.97342,63.14390526,151.1646393,146.4805723,2.2,2.105263158,2.168943542,2.087208899,1.594166699,1.376226604,1,0.842105263,0.4,0.306892205
125.0,5,92.26674,97.0214,64.81266197,74.39749473,1.323286609,1.314849346,188.3839,39.27672,69.23265515,65.35572755,747.78,690.97,702.115184,663.4286345,1.54100619,1.564339754,810.6,123.0,293.2861361,225.4583866,159.2,168.9,139.7433718,156.0787917,1.507320792,1.461549825,205,45.8,67.21130857,56.62940932,5174.2858,6070.1429,962.3642484,2307.103398,1.165065441,1.129555862,11848.571,2687.8571,4506.89548,4273.97536,60.484,58.224,29.1775464,28.67802244,1.112638623,1.043251029,138.63,35.196,58.434336,55.58621865,6.8124,8.1002,3.839584976,5.772661817,1.345508467,1.250662162,12.878,3.9078,4.340205414,4.097439244,132.805316,172.802658,17.74741317,46.43928896,0.949904122,0.828915472,399.97342,119.997342,151.1646393,163.178557,2.2,2.2,2.168943542,2.168943542,1.594166699,1.546598686,1,0.4,0.4,0.4
125.0,6,84.74698333,57.99028618,62.06867616,36.75718359,1.519960577,1.509422661,184.5906,21.50127642,63.89849157,57.28070058,801.0166667,999.3292683,757.872944,932.5461978,1.734874354,1.09928817,810.6,661.9926829,278.1052044,341.6558521,163.6666667,118.9756098,146.7531004,93.51071039,1.708527153,1.591000654,205,38.35772358,61.55665863,79.30146898,5610.904833,3134.00022,1338.878207,77.30009256,1.406239477,1.263499767,13532.571,1456.178642,4593.690233,4236.864751,55.88666667,96.25528455,20.75074753,52.68234293,1.238180307,0.695749469,141.0,72.8902439,56.14368818,59.64527752,9.158666667,4.758585366,4.670073791,1.302961757,1.43136894,1.391670687,22.578,2.016373984,7.420556283,5.514964952,109.55443,85.28515886,14.64062249,1.234173196,0.962467884,0.702123885,399.97342,65.02703626,146.8223711,148.5514198,2.5,2.048780488,2.329986102,2.03002116,1.709472777,1.435048958,3,0.943089431,1.118033989,0.379423151
125.0,6,110.7900667,53.99724049,78.41975593,35.10629098,1.5341477,1.65249684,191.2006,14.30760736,75.58723525,54.50183157,811.8666667,997.8754601,770.0240561,933.7022293,1.737866693,1.093615466,810.6,659.8582822,273.2329145,337.5400016,160.8333333,116.2576687,144.2142095,92.44829035,1.707080191,1.599693474,205,29.15337423,61.54515054,75.66308831,6482.5715,3074.052804,1484.236292,76.79614675,1.410726824,1.25474137,13532.571,1648.352104,5076.523721,4207.156562,53.30333333,97.52208589,19.56475018,53.10696408,1.201034387,0.688954443,141.0,72.48773006,56.61312765,59.35486131,6.153666667,4.724453988,3.5982196,1.330080716,1.505220022,1.236441401,12.878,2.352515337,4.269703412,5.160161991,110.2210967,101.2184426,14.93977078,1.503474814,0.974763503,0.705126533,399.97342,73.6060973,146.4728358,155.4632492,2.333333333,2.024539877,2.244924097,2.017082285,1.747868097,1.404068549,2,0.969325153,0.745355992,0.220176177
125.0,6,110.7900667,54.7097,78.41975593,35.62738703,1.5341477,1.65110213,191.2006,14.575875,75.58723525,54.75916411,811.8666667,991.965,770.0240561,927.7516157,1.737866693,1.110670264,810.6,647.61,273.2329145,337.8926538,160.8333333,117.5375,144.2142095,93.59145845,1.707080191,1.599890193,205,29.7,61.54515054,75.78422391,6482.5715,3131.6645,1484.236292,82.75279856,1.410726824,1.254680519,13532.571,1679.2855,5076.523721,4225.12796,53.30333333,96.67875,19.56475018,52.13315839,1.201034387,0.699693563,141.0,71.175,56.61312765,59.58534298,6.153666667,4.808875,3.5982196,1.37548732,1.505220022,1.234265177,12.878,2.396625,4.269703412,5.171006138,110.2210967,103.11579,14.93977078,1.621646931,0.974763503,0.705086742,399.97342,74.98671,146.4728358,156.2894469,2.333333333,2.025,2.244924097,2.017403968,1.747868097,1.417176255,2,0.95,0.745355992,0.22220486
125.2,6,85.56423333,81.78824,63.02670122,65.22267208,1.527018443,1.538461515,184.5906,25.86546,63.49095723,54.55457385,819.1833333,749.7,777.7073569,717.9192503,1.739251796,1.727605456,810.6,147.59,271.1260557,235.9813001,161.1666667,170.4,144.5246856,157.5183107,1.707333894,1.596195677,205,45.8,61.51264549,56.46627312,5904.904833,5840.9429,1396.690265,2244.323965,1.415892749,1.376849583,13532.571,2687.8571,4672.00577,4174.84005,50.07,55.954,17.25104999,21.65295143,1.119267343,0.974453663,141.0,35.82,58.01149311,57.38573659,7.658666667,8.8692,4.295177501,6.119243209,1.511339224,1.385727828,13.578,3.9078,5.038914125,4.447465543,117.55443,172.332658,17.110805,41.30517948,1.070521147,0.839022838,399.97342,119.997342,143.5964407,164.308381,2.166666667,2.1,2.139826388,2.082759488,1.778233306,1.715506376,1,0.4,0.372677996,0.3
125.5,6,95.62411667,97.32315686,71.04246431,75.00203153,1.558722805,1.393242728,188.3839,38.50658824,63.64479822,64.74698146,767.6833333,694.4254902,727.2663873,666.9220797,1.73458549,1.641054323,810.6,202.1137255,271.4062356,224.5702762,159.5,168.745098,143.0804599,156.1738249,1.706813105,1.527174216,205,46.45098039,61.35891677,56.08216771,5753.5715,6120.728333,1387.668037,2367.668857,1.436095551,1.224946332,11848.571,2635.15402,4313.306775,4246.956069,50.65333333,57.11176471,17.7919077,27.0659063,1.138284462,1.047127774,141.0,35.23529412,57.69476916,55.59762778,6.727,8.064901961,4.169913005,5.782564909,1.568616117,1.310711167,12.878,3.831176471,3.966646569,4.064739807,126.6710967,171.2967235,23.51388675,47.10528051,1.209234564,0.880304191,399.97342,117.6444529,138.6738381,161.9213717,2.166666667,2.196078431,2.139826388,2.165497534,1.778233306,1.608558879,1,0.549019608,0.372677996,0.397028563
126.0,4,64.2376,70.180925,48.63662964,57.78785007,1.143045399,1.095824429,121.3276,32.331825,45.42342159,41.67923239,787.5,716.4875,733.6688292,683.4903336,1.312169689,1.335349572,810.6,153.75,315.6462498,245.5272716,160.0,172.125,135.951146,156.0984959,1.259349325,1.205810067,205,57.25,75.12323209,62.90158484,3505.35725,4625.178625,513.7416347,1532.513242,0.877259569,0.755643424,8958.571,3359.821375,3385.782193,3520.507484,70.43,67.605,31.79203838,31.11314507,0.926446502,0.846988779,138.63,43.995,61.42963414,58.5001609,7.4655,9.07525,3.754421532,6.250400155,1.108766654,1.023678901,12.878,4.88475,4.62752966,4.028976041,154.506645,204.5033225,13.98715434,46.54976513,0.750109649,0.655888219,399.97342,149.9966775,161.8910029,168.1052979,2.0,2.0,2.0,2.0,1.386294361,1.320888343,0,0.5,0.0,0.0
126.0,5,91.50808,60.64136078,64.5702746,37.74323389,1.327464648,1.451085339,184.5906,19.16470588,68.00989708,60.10777827,831.2,1003.606536,781.4832078,937.6486229,1.547988788,1.081420857,810.6,621.2699346,295.5415436,338.8331693,162.2,119.3235294,142.3329728,93.81689662,1.50889625,1.532433333,205,27.36928105,67.33617156,79.33936726,5511.0858,3270.66315,988.2823632,79.8581751,1.139379444,1.159483927,13532.571,1463.323778,5026.19189,4426.6063,56.644,95.20179739,17.26127816,49.47332551,0.954578305,0.655439414,141.0,72.5245098,61.47434541,60.64862737,6.4304,4.44569281,3.400959984,1.265873763,1.286589738,1.229234359,12.878,2.027346405,4.627845356,5.014599707,125.265316,85.33217804,12.60082883,1.230823452,0.810628981,0.676640795,399.97342,65.34592654,156.1639483,148.9589,2.0,2.0,2.0,2.0,1.609437912,1.344749713,0,0.85620915,0.0,0.0
126.0,6,90.86006667,55.45906,67.94034313,36.1037794,1.554977494,1.606513276,184.5906,15.632525,62.10116497,54.66771592,784.1666667,994.893,736.8206115,930.5595897,1.727629053,1.119047632,810.6,646.9425,289.5652066,337.350913,171.6666667,118.1875,152.9309147,93.91304002,1.705481808,1.649136272,205,27.7925,65.01196471,76.41843589,5030.904833,3177.9895,1163.394025,83.7069031,1.335949967,1.180454672,13532.571,1679.2855,4712.222359,4280.255017,48.29166667,96.28655,14.67955835,50.55308954,1.040818911,0.679145033,141.0,71.15625,59.14434304,60.08212575,6.692,4.768425,3.922078359,1.361371383,1.529596932,1.282829812,12.878,2.34525,4.264930636,5.172189408,110.2210967,99.89454,14.93977078,1.544888342,0.974763503,0.690976306,399.97342,74.98671,146.4728358,156.1644145,2.0,2.0,2.0,2.0,1.791759469,1.404211788,0,0.965,0.0,0.0
126.0,6,96.55006667,53.6417,71.77027897,35.39141345,1.562653171,1.618612584,184.5906,15.643875,63.09962941,52.56382853,831.55,993.44125,789.8899818,929.5256806,1.740572976,1.115902255,810.6,646.13375,269.7924187,336.9368823,157.3333333,117.275,140.7331927,93.4201051,1.702883616,1.594110079,205,29.9625,62.42506619,75.6937869,5708.738167,3073.627,1359.505349,82.2097884,1.410736444,1.215564101,13532.571,1679.2855,4609.501389,4143.069333,64.65333333,97.53,23.31051702,52.82261005,1.280097014,0.734973657,141.0,71.175,58.90664696,59.20620343,8.642,4.9955,4.557698993,1.400089954,1.46180755,1.320325949,19.478,2.34525,6.50410127,5.429205904,108.3877633,102.97829,14.02925041,1.614016962,0.938691715,0.69849925,399.97342,74.98671,147.4683284,156.3541386,2.5,2.0375,2.329986102,2.023038956,1.709472777,1.430498268,3,0.9375,1.118033989,0.333307291
126.6,5,91.50808,61.5342,64.5702746,38.39669258,1.327464648,1.448111048,184.5906,19.548,68.00989708,60.37009734,831.2,997.4166667,781.4832078,931.3543911,1.547988788,1.099060355,810.6,607.4333333,295.5415436,339.3376436,162.2,120.75,142.3329728,95.08277743,1.50889625,1.531896995,205,27.91666667,67.33617156,79.47863969,5511.0858,3336.047833,988.2823632,86.54961187,1.139379444,1.159421649,13532.571,1492.618833,5026.19189,4446.201436,56.644,94.25583333,17.26127816,48.43755675,0.954578305,0.666941264,141.0,71.125,61.47434541,60.87843522,6.4304,4.530166667,3.400959984,1.310723684,1.286589738,1.226822832,12.878,2.072333333,4.627845356,5.028439815,125.265316,87.03829,12.60082883,1.328949807,0.810628981,0.67659138,399.97342,66.65337667,156.1639483,149.9469148,2.0,2.0,2.0,2.0,1.609437912,1.357977855,0,0.833333333,0.0,0.0
126.8,7,100.6162957,50.09672945,77.51692988,34.32440488,1.750115566,1.8322755,184.5906,10.72385,59.83331544,46.21139754,775.3714286,977.6585,734.3921076,911.2079976,1.889505754,1.139531778,810.6,641.46,269.7100862,345.3064056,167.2857143,117.59,152.0570616,93.81392825,1.874070708,1.731025047,205,26.535,58.03130753,74.78891562,6313.061286,2855.5345,1798.145178,79.1350742,1.620710947,1.474441508,13532.571,1432.8855,4582.63141,3841.16807,65.68857143,99.3985,26.68715112,57.9010404,1.481816463,0.875462922,141.0,71.2275,57.74071414,57.71750586,7.107428571,4.99485,4.409066586,1.437027777,1.711922801,1.480729862,12.878,2.06165,4.269596798,5.142846194,152.76094,113.59279,20.95771402,1.808846708,1.208055491,1.057036483,429.97342,63.98671,178.12939,161.6540342,2.0,1.995,1.91947122,1.973113145,1.908535282,1.451695996,2,0.97,0.534522484,0.273815631
